,time,GPSx,GPSy,a,omega,yaw
245,25.258,-68.78518028149847,-278.4036420308985,2.0507463847446012,0.04194355,-2.507274553568104
246,25.364,-68.78518028149847,-278.4036420308985,0.7268512894086395,-0.0059919357,-2.5061837227856074
247,25.465,-68.78518028149847,-278.4036420308985,1.5463952415537288,0.0035951615,-2.5050928920031112
248,25.565,-68.78518028149847,-278.4036420308985,0.9910531115839297,0.0057256273,-2.5004567739110386
249,25.67,-68.78518028149847,-278.4036420308985,1.5685480281642512,0.0067908606,-2.498002491916884
250,25.774,-68.78518028149847,-278.4036420308985,1.546734113437787,0.024899822,-2.4955482099227293
251,25.878,-68.78518028149847,-278.4036420308985,2.8582834613553136,-0.04220986,-2.4939117892160603
252,25.983,-68.78518028149847,-278.4036420308985,3.014473517190155,0.017443191,-2.4988207022702187
253,26.088,-68.682249916601,-293.61620672792196,1.7107308161796566,0.00998656,-2.4914575072219054
254,26.19,-68.682249916601,-293.61620672792196,2.35488473644058,0.06324821,-2.5132741228718345
255,26.296,-68.682249916601,-293.61620672792196,1.6184929437787956,0.008921326,-2.512728707480586
256,26.394,-68.682249916601,-293.61620672792196,2.2053851925914056,-0.004926703,-2.513819538263083
257,26.496,-68.682249916601,-293.61620672792196,0.47433767401502097,-0.064579755,-2.51081984087768
258,26.599,-68.682249916601,-293.61620672792196,2.40142228401915,-0.004926703,-2.51081984087768
259,26.705,-68.682249916601,-293.61620672792196,1.8275503979811583,0.012117025,-2.5091834201710106
260,26.814,-68.682249916601,-293.61620672792196,2.5981027343229237,-0.13168943,-2.508638179312687
261,26.916,-68.682249916601,-293.61620672792196,1.7593294104139248,0.08668334,-2.5040020612206146
262,27.018,-68.682249916601,-293.61620672792196,5.978151531721447,-0.16045073,-2.501002363835212
263,27.119,-68.95971041743178,-308.6774291694164,1.026848661237003,-0.18814678,-2.4969116611343876
264,27.223,-68.95971041743178,-308.6774291694164,2.852633369491615,0.107988,-2.4930937533956503
265,27.322,-68.95971041743178,-308.6774291694164,2.9236410132149433,0.033421688,-2.490912091830657
266,27.43,-68.95971041743178,-308.6774291694164,1.9674224951092107,-0.04860126,-2.4873668045210815
267,27.529,-68.95971041743178,-308.6774291694164,1.869259181067885,0.07709624,-2.4895484660860743
268,27.632,-68.95971041743178,-308.6774291694164,0.955391788276618,-0.06884068,-2.4971842815635497
269,27.742,-68.95971041743178,-308.6774291694164,1.9334950128089934,0.0856181,-2.4778221224406995
270,27.845,-68.95971041743178,-308.6774291694164,2.0437359148017054,-0.054992653,-2.478912953223196
271,27.952,-68.95971041743178,-308.6774291694164,1.1493892331699136,-0.018774733,-2.4775493274786133
272,28.05,-68.95971041743178,-308.6774291694164,0.9389696989980398,0.04513925,-2.4750950454844585
273,28.158,-69.50017676351126,-322.84420541347936,1.456039635929712,0.027030287,-2.4772767070494517
274,28.261,-69.50017676351126,-322.84420541347936,2.6255996175538048,0.025965055,-2.4756404608757068
275,28.361,-69.50017676351126,-322.84420541347936,2.4977119511061034,0.011051793,-2.47536766591362
276,28.466,-69.50017676351126,-322.84420541347936,3.3464373390131725,0.043008782,-2.47536766591362
277,28.57,-69.50017676351126,-322.84420541347936,1.4405099464529232,-0.040079392,-2.4740042147019623
278,28.677,-69.50017676351126,-322.84420541347936,1.5611767976618953,0.05366111,-2.471822553136969
279,28.78,-69.50017676351126,-322.84420541347936,3.5878735740141003,0.018508423,-2.467731850436145
280,28.883,-69.50017676351126,-322.84420541347936,1.488630458769408,0.03448692,-2.478367537831948
281,28.984,-69.50017676351126,-322.84420541347936,0.7401365997878788,0.06005251,-2.478367537831948
282,29.092,-69.62521098810248,-335.20941621041857,1.0812351129465128,0.07283531,-2.490639296868571
283,29.194,-69.62521098810248,-335.20941621041857,1.6575993449826878,0.054726347,-2.490094056010247
284,29.295,-69.62521098810248,-335.20941621041857,1.877981373474764,0.05898728,-2.4843671071356783
285,29.399,-69.62521098810248,-335.20941621041857,1.2954255914322683,0.012117025,-2.494729999569395
286,29.501,-69.62521098810248,-335.20941621041857,3.029567102392758,0.05259588,-2.4933665483577365
